campaign_id,order_id,campaign_type,start_date,end_date,marketing_spend,reach,impressions,clicks,conversion_rate
CAM003850,ORD021801,TV Commercial,2023-03-02,2024-06-14,6057,65292,139180,810,0.05
CAM003851,ORD015778,TV Commercial,2023-07-24,2024-10-22,1151,80114,68761,569,0.06
CAM003852,ORD035192,Email Campaign,2023-09-19,2024-01-12,4919,78882,91718,1027,0.08
CAM003853,ORD007220,TV Commercial,2023-05-25,2024-01-17,4875,14955,219375,831,0.06
CAM003854,ORD003516,Google Ads,2023-06-03,2024-06-12,15553,5693,207560,139,0.02
CAM003855,ORD005426,Radio Ads,2023-11-09,2024-01-08,5171,139819,113311,1897,0.08
CAM003856,ORD028470,Email Campaign,2023-11-15,2024-09-14,16287,109951,153952,783,0.07
CAM003857,ORD037376,Google Ads,2023-04-17,2024-10-26,701,122450,164238,1729,0.07
CAM003858,ORD010101,TV Commercial,2023-10-27,2024-05-20,9637,196526,135487,566,0.02
CAM003859,ORD030265,Social Media,2023-05-20,2024-07-27,5361,40959,148678,1915,0.02
CAM003860,ORD029355,TV Commercial,2023-07-12,2024-12-02,5585,178984,234381,301,0.09
CAM003861,ORD027399,TV Commercial,2023-01-25,2024-10-09,13215,184295,235438,1743,0.1
CAM003862,ORD026109,TV Commercial,2023-02-03,2024-08-16,10013,66932,34057,1291,0.1
CAM003863,ORD039875,Email Campaign,2023-06-20,2024-07-09,17324,12481,9205,640,0.1
CAM003864,ORD015693,TV Commercial,2023-08-17,2023-12-11,11829,54399,41712,188,0.02
CAM003865,ORD039593,TV Commercial,2023-04-19,2024-08-26,14400,83119,44437,1573,0.07
CAM003866,ORD032102,Google Ads,2023-06-26,2024-12-02,18243,10527,82450,806,0.04
CAM003867,ORD014080,Google Ads,2023-04-18,2024-04-13,19573,163449,176736,1178,0.01
CAM003868,ORD029720,Radio Ads,2023-06-12,2023-12-12,3023,164033,89560,666,0.05
CAM003869,ORD002793,Email Campaign,2023-09-30,2024-10-03,682,79008,31624,1152,0.06
CAM003870,ORD003992,Email Campaign,2023-08-14,2024-07-08,14869,18570,62760,1933,0.07
CAM003871,ORD027105,Google Ads,2023-08-06,2024-10-31,5219,193829,68589,357,0.02
CAM003872,ORD034663,Radio Ads,2023-04-02,2024-06-16,15963,5994,213206,1548,0.08
CAM003873,ORD026062,Social Media,2022-12-21,2024-09-21,16729,140705,199582,1966,0.08
CAM003874,ORD010161,Radio Ads,2023-01-28,2024-09-12,10228,46809,164838,784,0.04
CAM003875,ORD047177,Google Ads,2023-06-02,2023-12-24,18046,100805,179316,1657,0.09
CAM003876,ORD006095,Email Campaign,2023-06-11,2024-07-29,6511,36052,206386,1121,0.03
CAM003877,ORD011075,Social Media,2023-01-29,2024-01-02,3813,188248,29578,121,0.08
CAM003878,ORD017950,TV Commercial,2023-06-30,2024-02-04,15467,167189,207286,1944,0.03
CAM003879,ORD033127,Social Media,2023-05-14,2024-09-24,6182,106273,183310,1909,0.07
CAM003880,ORD026851,Email Campaign,2023-01-29,2024-11-27,7552,139044,167899,412,0.02
CAM003881,ORD033132,Google Ads,2023-04-08,2024-04-15,5940,74751,157864,1300,0.05
CAM003882,ORD017932,Google Ads,2022-12-19,2024-02-14,4603,148742,116755,1925,0.02
CAM003883,ORD000053,Google Ads,2023-01-01,2024-09-08,9620,158868,137994,701,0.05
CAM003884,ORD024098,Google Ads,2023-01-22,2024-07-16,4043,195625,98517,1145,0.04
CAM003885,ORD048754,Email Campaign,2023-04-22,2024-09-08,17111,163784,165858,1879,0.05
CAM003886,ORD047205,TV Commercial,2023-07-30,2024-06-02,10832,27676,90022,1152,0.04
CAM003887,ORD039902,Google Ads,2023-05-26,2024-05-11,3667,20970,226855,1149,0.03
CAM003888,ORD045497,Radio Ads,2023-10-19,2024-03-17,17873,114884,27306,1522,0.06
CAM003889,ORD044818,TV Commercial,2023-08-20,2024-04-16,3942,45683,50677,82,0.07
CAM003890,ORD045449,Email Campaign,2023-06-23,2024-10-31,12303,93342,145135,1649,0.1
CAM003891,ORD003099,Radio Ads,2023-04-26,2024-06-27,15021,142251,119364,759,0.08
CAM003892,ORD001535,Social Media,2023-09-30,2024-09-30,6956,133164,35307,569,0.1
CAM003893,ORD028762,Radio Ads,2023-02-22,2023-12-20,19827,40310,177666,1887,0.01
CAM003894,ORD000789,Google Ads,2023-01-23,2024-11-11,643,40593,125625,1089,0.09
CAM003895,ORD035550,Email Campaign,2023-02-22,2024-04-28,9992,66123,84122,1268,0.08
CAM003896,ORD032702,Social Media,2023-01-18,2024-09-15,15406,148471,232046,93,0.06
CAM003897,ORD029868,Google Ads,2022-12-30,2024-05-24,6470,26072,47319,1444,0.07
CAM003898,ORD044854,Google Ads,2023-01-17,2024-10-10,3617,89530,93030,222,0.08
CAM003899,ORD002234,TV Commercial,2023-05-02,2024-01-24,15698,190308,122877,365,0.06
CAM003900,ORD006539,Google Ads,2023-01-16,2024-07-03,1705,54470,132622,1854,0.02
CAM003901,ORD026554,Email Campaign,2023-04-19,2023-12-16,3879,68775,218058,1794,0.07
CAM003902,ORD041909,Social Media,2023-06-09,2024-08-29,10436,52751,212096,731,0.1
CAM003903,ORD018454,Email Campaign,2022-12-20,2024-05-08,12096,7049,214171,1437,0.08
CAM003904,ORD047854,TV Commercial,2023-04-22,2024-08-27,18418,51438,132788,1644,0.05
CAM003905,ORD015332,Social Media,2022-12-18,2024-06-05,12039,120513,134091,1057,0.1
CAM003906,ORD015344,Social Media,2023-05-20,2024-08-18,513,129355,188210,104,0.06
CAM003907,ORD009662,Social Media,2022-12-24,2024-09-12,4357,197166,119749,1396,0.02
CAM003908,ORD031743,Email Campaign,2023-04-14,2023-12-19,16235,132162,207988,574,0.09
CAM003909,ORD041558,Radio Ads,2023-11-25,2024-07-02,7413,66046,81696,1071,0.01
CAM003910,ORD041493,Email Campaign,2023-10-16,2024-11-17,18377,63796,204655,1460,0.05
CAM003911,ORD023614,Social Media,2022-12-23,2024-02-15,1697,141734,157798,878,0.02
CAM003912,ORD027430,Email Campaign,2023-08-31,2024-09-04,6179,97723,152334,423,0.04
CAM003913,ORD008967,TV Commercial,2023-07-15,2024-03-26,7716,93113,81295,1526,0.08
CAM003914,ORD031590,Radio Ads,2023-05-24,2024-09-29,7096,188937,230762,487,0.06
CAM003915,ORD005137,TV Commercial,2023-09-12,2024-10-01,5076,141879,234798,312,0.07
CAM003916,ORD001978,Radio Ads,2023-01-27,2024-01-03,16766,60986,151905,1074,0.07
CAM003917,ORD023951,Radio Ads,2023-04-16,2024-08-08,18330,178117,218437,263,0.07
CAM003918,ORD024089,TV Commercial,2023-11-25,2024-10-17,17496,114091,76284,1229,0.08
CAM003919,ORD019967,Social Media,2023-10-01,2024-08-12,1709,191605,34039,1034,0.02
CAM003920,ORD012770,Social Media,2023-07-25,2024-10-09,17982,87816,24254,1158,0.08
CAM003921,ORD019678,Email Campaign,2023-08-22,2024-06-22,11287,187761,63808,1432,0.04
CAM003922,ORD031047,Social Media,2023-11-06,2024-05-21,12195,157463,232752,370,0.05
CAM003923,ORD019066,Radio Ads,2022-12-28,2024-04-28,17620,34618,146133,483,0.09
CAM003924,ORD021049,Email Campaign,2023-07-25,2024-11-08,3539,26789,140266,1187,0.07
CAM003925,ORD040417,TV Commercial,2023-06-13,2024-02-29,5380,152305,62342,1776,0.06
CAM003926,ORD034510,Email Campaign,2023-02-12,2024-02-08,5435,48114,20995,1391,0.04
CAM003927,ORD044631,Radio Ads,2023-05-23,2024-07-19,9416,97507,56452,1662,0.02
CAM003928,ORD011206,TV Commercial,2023-10-08,2024-10-21,18075,92876,68670,576,0.06
CAM003929,ORD007401,TV Commercial,2023-10-22,2024-06-19,6856,124972,134918,1839,0.09
CAM003930,ORD046405,Social Media,2023-04-01,2024-11-01,9130,13913,42865,1836,0.03
CAM003931,ORD038414,Email Campaign,2023-09-23,2024-02-21,18314,173025,38850,817,0.03
CAM003932,ORD037736,Email Campaign,2023-03-02,2024-10-18,10047,80101,158856,761,0.07
CAM003933,ORD038231,Radio Ads,2023-07-19,2024-01-31,2330,57050,180174,986,0.05
CAM003934,ORD035109,Radio Ads,2023-09-04,2023-12-10,1928,145345,68899,1873,0.09
CAM003935,ORD009752,Email Campaign,2023-01-01,2024-04-05,17886,91133,47695,1095,0.04
CAM003936,ORD036202,Google Ads,2023-09-03,2024-02-20,5086,165014,156094,715,0.02
CAM003937,ORD022238,Email Campaign,2023-04-29,2024-06-01,2727,171347,81390,1165,0.02
CAM003938,ORD028201,Radio Ads,2023-08-31,2024-11-23,7566,124419,98755,1830,0.02
CAM003939,ORD034227,Radio Ads,2023-06-07,2024-11-02,3244,54519,119037,1131,0.09
CAM003940,ORD040062,Radio Ads,2023-07-15,2024-08-12,10060,25020,202173,818,0.04
CAM003941,ORD047414,Social Media,2023-09-25,2024-03-09,7640,77729,32706,799,0.08
CAM003942,ORD020703,Radio Ads,2023-01-20,2023-12-14,6525,163624,17142,974,0.1
CAM003943,ORD018298,Radio Ads,2023-07-23,2024-11-02,6713,89803,180512,393,0.04
CAM003944,ORD027571,Google Ads,2023-07-24,2024-12-06,2204,80796,20028,1079,0.04
CAM003945,ORD048872,Google Ads,2023-02-14,2024-10-30,4556,37262,45381,1553,0.08
CAM003946,ORD020109,Social Media,2023-08-06,2024-10-11,8674,184612,153920,1400,0.07
CAM003947,ORD045528,Email Campaign,2023-04-24,2024-05-03,19238,39790,53571,358,0.09
CAM003948,ORD049318,Email Campaign,2023-05-12,2024-09-21,17164,154944,123972,1033,0.04
CAM003949,ORD031351,Google Ads,2023-11-02,2024-10-18,3971,38354,197186,82,0.08
CAM003950,ORD017799,Radio Ads,2023-08-09,2024-04-26,18157,85150,146334,939,0.05
CAM003951,ORD021405,Google Ads,2023-07-22,2024-08-01,15400,26936,197751,1695,0.1
CAM003952,ORD040323,Email Campaign,2023-03-02,2024-10-22,18498,180285,198193,527,0.03
CAM003953,ORD008052,Radio Ads,2023-01-22,2024-05-22,6043,180346,219331,870,0.05
CAM003954,ORD014274,Google Ads,2023-05-29,2024-01-31,13597,177764,120823,825,0.08
CAM003955,ORD014424,Social Media,2023-01-20,2024-02-13,17264,154804,202270,195,0.08
CAM003956,ORD003110,Email Campaign,2023-11-13,2023-12-23,16535,131722,16760,1086,0.02
CAM003957,ORD016776,Social Media,2023-05-02,2024-03-11,2107,108233,108280,1165,0.03
CAM003958,ORD030375,Radio Ads,2023-07-23,2024-04-18,5487,53650,17724,541,0.01
CAM003959,ORD046222,Radio Ads,2022-12-31,2024-06-13,7370,126932,107065,637,0.04
CAM003960,ORD021849,Email Campaign,2023-10-06,2024-09-22,3723,61429,101331,914,0.06
CAM003961,ORD028906,TV Commercial,2023-09-24,2024-03-28,16881,136086,203872,849,0.01
CAM003962,ORD026469,Social Media,2023-12-07,2024-04-08,5879,22148,113695,188,0.04
CAM003963,ORD022432,Social Media,2023-05-31,2024-08-15,5310,90216,142542,656,0.05
CAM003964,ORD049445,Email Campaign,2022-12-28,2024-02-05,17810,146080,164802,1791,0.05
CAM003965,ORD033507,Google Ads,2023-09-28,2024-07-12,1976,145574,227948,916,0.1
CAM003966,ORD043049,Email Campaign,2023-10-30,2024-11-03,12007,145850,66302,1804,0.09
CAM003967,ORD019727,Radio Ads,2023-03-24,2024-03-05,12865,99514,19723,179,0.05
CAM003968,ORD025811,TV Commercial,2023-09-12,2024-11-30,6368,81645,151543,1102,0.05
CAM003969,ORD028516,Social Media,2023-02-10,2024-07-20,5784,65663,109708,1300,0.04
CAM003970,ORD027735,TV Commercial,2023-11-17,2024-11-19,14352,48692,201693,1169,0.04
CAM003971,ORD034164,Email Campaign,2022-12-11,2024-01-04,13380,55772,6874,610,0.05
CAM003972,ORD027336,TV Commercial,2023-04-10,2024-05-03,8006,19532,50989,1947,0.06
CAM003973,ORD042918,Radio Ads,2023-03-03,2024-01-20,1164,114975,213870,1691,0.02
CAM003974,ORD037655,Email Campaign,2022-12-16,2024-11-10,3523,26200,109333,1022,0.1
CAM003975,ORD045569,Social Media,2023-10-06,2024-02-16,9659,98432,199861,703,0.01
CAM003976,ORD044702,Google Ads,2023-07-03,2024-10-23,14076,26105,201933,1156,0.04
CAM003977,ORD031794,Email Campaign,2023-09-04,2024-03-09,11854,105365,233713,1562,0.03
CAM003978,ORD018265,Social Media,2023-11-06,2024-09-10,6455,35621,64228,169,0.04
CAM003979,ORD040583,Radio Ads,2023-11-17,2024-02-05,14304,71340,226620,1639,0.07
CAM003980,ORD038931,Social Media,2023-10-28,2024-07-16,6355,156122,11114,735,0.02
CAM003981,ORD023556,Radio Ads,2022-12-31,2024-08-23,5928,98607,164564,291,0.03
CAM003982,ORD048198,Radio Ads,2023-03-15,2024-10-27,9067,174486,220267,1158,0.09
CAM003983,ORD048481,TV Commercial,2023-03-24,2024-07-04,15194,59940,129201,268,0.03
CAM003984,ORD019391,Email Campaign,2023-11-21,2024-03-16,17463,75460,114464,1995,0.04
CAM003985,ORD031428,Google Ads,2023-10-22,2024-10-04,11281,103555,45372,701,0.09
CAM003986,ORD014622,Email Campaign,2023-09-20,2024-05-06,10151,191329,113726,911,0.07
CAM003987,ORD012596,TV Commercial,2022-12-26,2024-05-02,6329,30262,159828,573,0.04
CAM003988,ORD000503,TV Commercial,2023-09-10,2024-03-24,9648,37976,101500,1119,0.03
CAM003989,ORD031132,Social Media,2023-04-09,2024-06-21,4460,38581,20068,216,0.01
CAM003990,ORD006428,Radio Ads,2023-09-21,2023-12-29,8232,175479,233838,441,0.05
CAM003991,ORD017559,Radio Ads,2023-04-12,2024-09-08,2400,12765,27792,619,0.07
CAM003992,ORD032573,Google Ads,2023-03-05,2024-12-09,14184,9131,72822,1377,0.06
CAM003993,ORD031580,Social Media,2022-12-12,2024-09-22,9341,158265,67072,97,0.04
CAM003994,ORD016578,Email Campaign,2023-06-21,2024-12-01,5911,179948,49731,66,0.04
CAM003995,ORD047237,Social Media,2023-11-06,2024-02-29,4687,77612,221338,470,0.08
CAM003996,ORD032392,Social Media,2023-02-10,2023-12-19,5378,5286,112354,263,0.02
CAM003997,ORD017244,Google Ads,2023-02-10,2023-12-18,12294,28678,172287,97,0.04
CAM003998,ORD012398,Social Media,2023-10-02,2024-05-31,9689,124259,28497,156,0.03
CAM003999,ORD026662,Social Media,2023-06-17,2024-10-21,14790,96297,182210,1802,0.08
CAM004000,ORD047579,TV Commercial,2023-11-19,2024-04-02,13152,6397,21757,885,0.03
CAM004001,ORD027388,TV Commercial,2023-10-28,2024-01-11,1452,144992,152250,414,0.03
CAM004002,ORD014468,Email Campaign,2023-05-17,2023-12-17,10617,76110,124564,842,0.1
CAM004003,ORD046314,Google Ads,2023-02-06,2024-06-20,16018,103330,115975,909,0.06
CAM004004,ORD023312,Email Campaign,2023-05-18,2024-08-07,3975,149427,198795,56,0.01
CAM004005,ORD002659,Radio Ads,2023-07-13,2024-02-08,11843,129497,15242,543,0.01
CAM004006,ORD021935,Radio Ads,2023-11-24,2024-05-20,15208,130488,7357,673,0.06
CAM004007,ORD010702,TV Commercial,2023-03-11,2024-01-20,18844,104465,16119,319,0.09
CAM004008,ORD021707,Email Campaign,2023-06-02,2024-01-12,5661,117577,185498,1943,0.04
CAM004009,ORD008064,Social Media,2023-11-10,2024-10-24,3827,21763,96297,54,0.09
CAM004010,ORD013037,Email Campaign,2022-12-12,2024-02-09,19606,49721,58928,162,0.05
CAM004011,ORD000268,Email Campaign,2023-05-17,2024-01-22,17413,159177,77664,1946,0.09
CAM004012,ORD022619,Social Media,2023-11-28,2024-06-10,1078,50802,39546,677,0.08
CAM004013,ORD008151,Radio Ads,2022-12-27,2024-08-07,2758,99418,110180,1456,0.07
CAM004014,ORD010525,Social Media,2023-03-28,2024-07-05,3617,33604,63793,1030,0.09
CAM004015,ORD021425,Email Campaign,2023-07-20,2024-02-27,10870,67854,161275,589,0.09
CAM004016,ORD018980,TV Commercial,2023-03-22,2024-04-14,13738,29174,171777,1150,0.05
CAM004017,ORD019347,Google Ads,2023-10-27,2024-10-02,1947,97559,174516,1463,0.03
CAM004018,ORD002490,Google Ads,2023-09-02,2024-07-24,11942,19163,117890,1151,0.09
CAM004019,ORD000382,Radio Ads,2023-01-31,2024-11-27,11547,192862,146901,154,0.04
CAM004020,ORD007122,Social Media,2023-05-06,2024-06-03,9769,104480,212619,1424,0.06
CAM004021,ORD024868,TV Commercial,2023-10-26,2024-01-08,14020,90249,238194,1762,0.03
CAM004022,ORD020034,Social Media,2023-05-11,2024-10-20,760,177084,213327,549,0.07
CAM004023,ORD022357,TV Commercial,2023-03-23,2024-02-16,11248,8115,126552,1268,0.07
CAM004024,ORD019012,Email Campaign,2023-05-04,2024-05-22,655,25749,162517,1546,0.09
CAM004025,ORD049954,Google Ads,2023-06-19,2024-06-15,19334,164261,110710,1416,0.1
CAM004026,ORD022014,Social Media,2023-02-17,2024-07-02,8391,148410,211615,1299,0.05
CAM004027,ORD007886,Google Ads,2023-01-26,2024-05-17,817,77058,188736,773,0.08
CAM004028,ORD033077,Radio Ads,2023-07-11,2024-10-10,19805,24698,122929,985,0.04
CAM004029,ORD041508,TV Commercial,2023-11-16,2024-05-31,6442,7201,117426,1633,0.05
CAM004030,ORD048611,Social Media,2023-10-19,2024-11-08,9219,127684,163045,1029,0.07
CAM004031,ORD027461,Email Campaign,2023-01-27,2024-03-27,17688,130793,44102,1070,0.05
CAM004032,ORD000612,Email Campaign,2023-10-19,2024-01-11,13997,167120,12730,1474,0.02
CAM004033,ORD032026,Social Media,2023-01-01,2024-04-18,2445,193723,146764,519,0.06
CAM004034,ORD007776,Social Media,2023-06-22,2024-10-01,17210,139577,217268,1042,0.07
CAM004035,ORD005723,Email Campaign,2023-09-14,2024-12-05,6988,37479,84314,1781,0.04
CAM004036,ORD022111,Radio Ads,2023-09-15,2024-05-05,15191,114686,53996,1132,0.02
CAM004037,ORD045327,Radio Ads,2023-09-22,2024-07-02,13916,48833,233404,1861,0.09
CAM004038,ORD039233,Email Campaign,2023-03-27,2024-09-16,2539,106488,228961,323,0.04
CAM004039,ORD026317,Radio Ads,2023-03-20,2024-10-31,8373,190021,156020,659,0.05
CAM004040,ORD046824,Social Media,2023-11-24,2024-07-06,5265,143733,114991,820,0.03
CAM004041,ORD042093,TV Commercial,2023-08-19,2024-01-11,1977,192353,143584,728,0.09
CAM004042,ORD015232,TV Commercial,2023-09-05,2024-03-11,18429,13676,32858,765,0.07
CAM004043,ORD030399,Social Media,2023-08-20,2024-07-06,6757,104130,200792,464,0.05
CAM004044,ORD031482,Google Ads,2023-06-19,2024-11-22,5080,122067,66531,1012,0.06
CAM004045,ORD020680,Email Campaign,2023-02-18,2024-08-11,2232,134552,157574,778,0.01
CAM004046,ORD048351,Social Media,2023-04-21,2023-12-22,14275,42213,220352,1728,0.07
CAM004047,ORD010713,Radio Ads,2023-10-20,2024-01-17,17050,73713,61166,1996,0.06
CAM004048,ORD005615,Google Ads,2022-12-12,2024-10-19,7695,24780,55500,979,0.08
CAM004049,ORD026633,TV Commercial,2023-06-30,2024-10-12,17209,199694,225792,1073,0.1
CAM004050,ORD031523,Social Media,2022-12-11,2024-11-18,17651,154601,14689,1267,0.03
CAM004051,ORD033459,Radio Ads,2023-05-07,2024-04-28,7942,46605,104414,1043,0.06
CAM004052,ORD027978,Google Ads,2023-07-11,2024-09-12,8258,180191,226486,1530,0.03
CAM004053,ORD017069,Email Campaign,2023-09-12,2024-07-05,5833,182054,228532,1706,0.01
CAM004054,ORD009240,TV Commercial,2022-12-26,2024-02-14,13694,5724,178190,1575,0.02
CAM004055,ORD036293,Social Media,2023-01-16,2024-09-26,7720,7222,37563,1191,0.09
CAM004056,ORD045646,TV Commercial,2023-12-08,2024-05-26,19901,105489,176169,73,0.06
CAM004057,ORD044452,Social Media,2023-03-04,2024-01-15,18902,107081,182253,1458,0.1
CAM004058,ORD008273,TV Commercial,2023-05-24,2024-07-16,4120,123609,196228,484,0.06
CAM004059,ORD019494,Radio Ads,2023-05-23,2024-09-19,12891,130537,201037,1553,0.09
CAM004060,ORD031158,Google Ads,2023-08-21,2024-05-03,3156,116255,46874,269,0.04
CAM004061,ORD033307,Radio Ads,2023-02-24,2024-08-03,9784,159877,47110,361,0.08
CAM004062,ORD046979,Email Campaign,2023-08-19,2024-02-12,5823,12102,124827,768,0.02
CAM004063,ORD002665,Google Ads,2023-06-10,2024-06-07,14626,103821,39447,1436,0.09
CAM004064,ORD027726,TV Commercial,2023-03-30,2024-11-10,7925,95766,225880,1476,0.02
CAM004065,ORD012435,TV Commercial,2023-01-01,2024-12-09,8886,59560,162248,85,0.09
CAM004066,ORD043156,Social Media,2023-05-30,2024-09-25,13695,69812,53702,680,0.1
CAM004067,ORD032229,Email Campaign,2022-12-14,2024-06-13,9953,39949,94765,1159,0.08
CAM004068,ORD037108,Social Media,2023-06-03,2024-04-13,2318,118830,17038,389,0.02
CAM004069,ORD000875,Google Ads,2022-12-11,2024-04-25,2339,170526,78279,1633,0.02
CAM004070,ORD037551,Email Campaign,2023-01-03,2024-01-18,7716,170842,163756,901,0.05
CAM004071,ORD036734,Social Media,2023-01-29,2024-11-13,18768,91445,21190,203,0.09
CAM004072,ORD018828,Radio Ads,2023-01-24,2024-10-16,6027,194834,173898,1445,0.07
CAM004073,ORD015831,Radio Ads,2022-12-26,2024-01-15,19908,13738,29238,341,0.02
CAM004074,ORD011071,Email Campaign,2022-12-16,2024-10-18,15789,21760,81298,549,0.05
CAM004075,ORD009654,Social Media,2023-02-14,2024-09-13,813,118771,115972,389,0.04
CAM004076,ORD013452,Google Ads,2023-08-07,2024-11-12,10664,147120,158928,1308,0.07
CAM004077,ORD045719,TV Commercial,2023-08-16,2024-07-17,1620,88244,15722,621,0.07
CAM004078,ORD038543,Email Campaign,2022-12-23,2024-02-21,19793,154696,65960,205,0.03
CAM004079,ORD042913,Social Media,2023-11-10,2024-01-04,1044,134584,28500,1496,0.02
CAM004080,ORD021673,Radio Ads,2023-09-19,2024-04-03,1495,118072,78870,515,0.08
CAM004081,ORD005747,Social Media,2023-03-03,2024-09-11,2020,52117,212648,1543,0.09
CAM004082,ORD009618,TV Commercial,2023-02-14,2024-01-29,17621,58541,131660,1623,0.09
CAM004083,ORD030869,Google Ads,2023-03-12,2024-04-22,9733,113848,147195,396,0.05
CAM004084,ORD039002,Social Media,2023-02-07,2024-06-28,6965,174121,86089,601,0.08
CAM004085,ORD046749,Radio Ads,2023-05-26,2024-05-12,11488,32786,161710,948,0.02
CAM004086,ORD014363,Radio Ads,2023-04-28,2024-02-27,15178,157780,105403,466,0.02
CAM004087,ORD019110,TV Commercial,2022-12-18,2024-05-28,15059,88196,236696,998,0.03
CAM004088,ORD045454,Radio Ads,2023-03-01,2024-09-03,2597,117729,65126,796,0.09
CAM004089,ORD034631,TV Commercial,2023-11-03,2024-04-13,1728,151433,91460,1307,0.08
CAM004090,ORD002364,Radio Ads,2023-01-27,2024-09-03,8955,99850,144000,1939,0.09
CAM004091,ORD025852,Radio Ads,2023-07-08,2024-03-03,7857,29849,99715,536,0.02
CAM004092,ORD016000,Radio Ads,2023-03-22,2024-09-02,10504,11253,52753,1412,0.04
CAM004093,ORD013094,Email Campaign,2023-10-03,2024-02-24,7354,68519,98050,1370,0.08
CAM004094,ORD039001,Social Media,2023-10-21,2024-12-01,14579,101525,18573,1200,0.02
CAM004095,ORD000807,TV Commercial,2023-03-08,2024-09-16,1635,192093,176710,1926,0.04
CAM004096,ORD049539,Social Media,2023-10-08,2024-08-07,18002,151828,43654,1047,0.02
CAM004097,ORD017302,Social Media,2022-12-20,2024-09-03,544,124734,155230,1387,0.05
CAM004098,ORD042178,Google Ads,2023-10-03,2024-07-28,6055,137417,69993,1410,0.01
CAM004099,ORD016685,Email Campaign,2023-10-30,2024-10-21,692,18397,75981,1574,0.04
CAM004100,ORD027188,TV Commercial,2023-03-05,2024-04-28,8063,54435,63187,1856,0.08
CAM004101,ORD003054,Radio Ads,2023-03-19,2024-08-21,3682,49711,91184,1193,0.04
CAM004102,ORD032342,Radio Ads,2023-06-26,2024-10-26,9389,129784,111801,1748,0.01
CAM004103,ORD009106,Google Ads,2023-06-03,2024-07-20,5925,67343,143649,1864,0.08
CAM004104,ORD031292,TV Commercial,2023-05-02,2024-06-06,16398,16698,78744,425,0.09
CAM004105,ORD036186,Email Campaign,2023-04-20,2024-07-08,5487,149923,122007,494,0.08
CAM004106,ORD023101,Email Campaign,2023-05-19,2024-10-27,9155,36563,158282,794,0.06
CAM004107,ORD028064,TV Commercial,2023-07-07,2024-10-23,5266,121245,37144,1271,0.03
CAM004108,ORD012173,Radio Ads,2023-08-09,2023-12-20,19478,121104,236169,1202,0.07
CAM004109,ORD029261,Radio Ads,2023-02-10,2024-10-09,14174,171981,56034,1664,0.09
CAM004110,ORD016468,Google Ads,2023-09-18,2024-01-03,19767,162153,181237,329,0.05
CAM004111,ORD040553,Google Ads,2023-08-16,2024-02-23,8657,49877,153091,1488,0.02
CAM004112,ORD019657,Social Media,2022-12-12,2024-11-17,15972,100768,98794,118,0.09
CAM004113,ORD047150,TV Commercial,2023-10-03,2024-05-09,16821,132162,206920,1216,0.04
CAM004114,ORD005336,Social Media,2023-02-12,2024-09-03,12424,180314,196704,1383,0.04
CAM004115,ORD024917,Email Campaign,2023-08-26,2024-04-06,6538,49113,49333,401,0.09
CAM004116,ORD028556,Radio Ads,2023-04-26,2024-08-02,13151,172268,235404,441,0.05
CAM004117,ORD024575,Social Media,2023-04-26,2024-11-19,1561,27781,14932,520,0.04
CAM004118,ORD033163,Google Ads,2023-10-07,2024-07-08,17334,84831,67680,1400,0.03
CAM004119,ORD008473,Radio Ads,2023-09-10,2024-02-02,12433,108407,226203,1050,0.03
CAM004120,ORD025930,Google Ads,2023-03-25,2024-06-13,1191,16994,169660,149,0.07
CAM004121,ORD012131,TV Commercial,2023-08-11,2024-10-20,9730,58824,113172,1233,0.1
CAM004122,ORD001869,Email Campaign,2023-03-23,2024-10-01,11597,73140,153927,220,0.04
CAM004123,ORD044691,TV Commercial,2023-08-12,2024-05-21,11991,31975,106927,1626,0.09
CAM004124,ORD038828,Social Media,2023-04-07,2024-01-16,8008,29319,112970,1969,0.02
CAM004125,ORD023060,Social Media,2023-06-15,2024-03-09,8944,62442,40532,1018,0.02
CAM004126,ORD001265,Social Media,2023-12-03,2024-02-23,16182,85839,137060,187,0.09
CAM004127,ORD026122,Radio Ads,2023-08-30,2024-09-09,12996,22726,8074,1686,0.02
CAM004128,ORD001996,Google Ads,2023-01-30,2024-03-20,8068,142506,85846,1881,0.03
CAM004129,ORD046519,Email Campaign,2023-06-23,2024-06-20,13634,136032,121748,53,0.07
CAM004130,ORD039463,Email Campaign,2023-10-30,2024-09-30,18597,30834,84506,1614,0.01
CAM004131,ORD004538,TV Commercial,2023-07-28,2024-12-09,15370,184063,208840,187,0.05
CAM004132,ORD016045,Social Media,2023-05-04,2024-11-15,15852,121562,45409,1020,0.01
CAM004133,ORD001899,Social Media,2023-09-09,2024-12-05,1843,25618,178783,479,0.09
CAM004134,ORD017785,Radio Ads,2023-05-20,2024-09-21,9405,115040,147892,145,0.02
CAM004135,ORD019186,Social Media,2023-07-10,2024-02-01,16113,188968,101860,1146,0.09
CAM004136,ORD001727,Social Media,2023-01-01,2024-04-19,5713,158986,85236,264,0.07
CAM004137,ORD047604,TV Commercial,2023-02-25,2024-05-22,7368,119365,71973,1009,0.06
CAM004138,ORD021781,Google Ads,2023-09-18,2024-05-11,4842,166478,79334,1778,0.02
CAM004139,ORD032176,Social Media,2023-08-16,2024-11-28,6137,150395,125029,734,0.08
CAM004140,ORD007962,Social Media,2023-06-16,2024-06-23,6981,173262,123218,1021,0.08
