customer_id,CustomerEducation,CustomerCategory
CUST002728,Postgraduate,Private
CUST002729,Graduate,Private
CUST002730,Undergraduate,Private
CUST002731,Graduate,Private
CUST002732,Undergraduate,Private
CUST002733,Graduate,Private
CUST002734,Doctorate,Private
CUST002735,Graduate,Private
CUST002736,Graduate,Private
CUST002737,Doctorate,Private
CUST002738,Doctorate,Private
CUST002739,Undergraduate,Private
CUST002740,Doctorate,Private
CUST002741,Doctorate,Private
CUST002742,Graduate,Private
CUST002743,Undergraduate,Private
CUST002744,Doctorate,Private
CUST002745,Graduate,Private
CUST002746,Doctorate,Private
CUST002747,Postgraduate,Private
CUST002748,Doctorate,Private
CUST002749,Graduate,Private
CUST002750,Undergraduate,Private
CUST002751,Doctorate,Private
CUST002752,Postgraduate,Private
CUST002753,Doctorate,Private
CUST002754,Undergraduate,Private
CUST002755,Graduate,Private
CUST002756,Doctorate,Private
CUST002757,Postgraduate,Private
CUST002758,Postgraduate,Private
CUST002759,Doctorate,Private
CUST002760,Undergraduate,Private
CUST002761,Graduate,Private
CUST002762,Undergraduate,Private
CUST002763,Undergraduate,Private
CUST002764,Doctorate,Private
CUST002765,Undergraduate,Private
CUST002766,Undergraduate,Private
CUST002767,Doctorate,Private
CUST002768,Postgraduate,Private
CUST002769,Undergraduate,Private
CUST002770,Graduate,Private
CUST002771,Postgraduate,Private
CUST002772,Graduate,Private
CUST002773,Graduate,Private
CUST002774,Graduate,Private
CUST002775,Graduate,Private
CUST002776,Undergraduate,Private
CUST002777,Postgraduate,Private
CUST002778,Undergraduate,Private
CUST002779,Postgraduate,Private
CUST002780,Postgraduate,Private
CUST002781,Graduate,Private
CUST002782,Undergraduate,Private
CUST002783,Postgraduate,Private
CUST002784,Doctorate,Private
CUST002785,Undergraduate,Private
CUST002786,Graduate,Private
CUST002787,Postgraduate,Private
CUST002788,Graduate,Private
CUST002789,Doctorate,Private
CUST002790,Graduate,Private
CUST002791,Graduate,Private
CUST002792,Postgraduate,Private
CUST002793,Graduate,Private
CUST002794,Postgraduate,Private
CUST002795,Undergraduate,Private
CUST002796,Graduate,Private
CUST002797,Doctorate,Private
CUST002798,Postgraduate,Private
CUST002799,Graduate,Private
CUST002800,Undergraduate,Private
CUST002801,Undergraduate,Private
CUST002802,Postgraduate,Private
CUST002803,Postgraduate,Private
CUST002804,Graduate,Private
CUST002805,Postgraduate,Private
CUST002806,Postgraduate,Private
CUST002807,Postgraduate,Private
CUST002808,Graduate,Private
CUST002809,Postgraduate,Private
CUST002810,Postgraduate,Private
CUST002811,Graduate,Private
CUST002812,Postgraduate,Private
CUST002813,Postgraduate,Private
CUST002814,Doctorate,Private
CUST002815,Graduate,Private
CUST002816,Doctorate,Private
CUST002817,Doctorate,Private
CUST002818,Graduate,Private
CUST002819,Undergraduate,Private
CUST002820,Graduate,Private
CUST002821,Doctorate,Private
CUST002822,Doctorate,Private
CUST002823,Doctorate,Private
CUST002824,Doctorate,Private
CUST002825,Doctorate,Private
CUST002826,Undergraduate,Private
CUST002827,Doctorate,Private
CUST002828,Undergraduate,Private
CUST002829,Doctorate,Private
CUST002830,Undergraduate,Private
CUST002831,Doctorate,Private
CUST002832,Postgraduate,Private
CUST002833,Postgraduate,Private
CUST002834,Undergraduate,Private
CUST002835,Undergraduate,Private
CUST002836,Graduate,Private
CUST002837,Postgraduate,Private
CUST002838,Postgraduate,Private
CUST002839,Postgraduate,Private
CUST002840,Postgraduate,Private
CUST002841,Graduate,Private
CUST002842,Undergraduate,Private
CUST002843,Postgraduate,Private
CUST002844,Postgraduate,Private
CUST002845,Graduate,Private
CUST002846,Undergraduate,Private
CUST002847,Undergraduate,Private
CUST002848,Postgraduate,Private
CUST002849,Postgraduate,Private
CUST002850,Postgraduate,Private
CUST002851,Graduate,Private
CUST002852,Postgraduate,Private
CUST002853,Undergraduate,Private
CUST002854,Undergraduate,Private
CUST002855,Doctorate,Private
CUST002856,Doctorate,Private
CUST002857,Undergraduate,Private
CUST002858,Doctorate,Private
CUST002859,Postgraduate,Private
CUST002860,Postgraduate,Private
CUST002861,Doctorate,Private
CUST002862,Undergraduate,Private
CUST002863,Graduate,Private
CUST002864,Doctorate,Private
CUST002865,Postgraduate,Private
CUST002866,Doctorate,Private
CUST002867,Doctorate,Private
CUST002868,Graduate,Private
CUST002869,Undergraduate,Private
CUST002870,Undergraduate,Private
CUST002871,Doctorate,Private
CUST002872,Graduate,Private
CUST002873,Undergraduate,Private
CUST002874,Postgraduate,Private
CUST002875,Undergraduate,Private
CUST002876,Undergraduate,Private
CUST002877,Graduate,Private
CUST002878,Postgraduate,Private
CUST002879,Undergraduate,Private
CUST002880,Undergraduate,Private
CUST002881,Postgraduate,Private
CUST002882,Postgraduate,Private
CUST002883,Doctorate,Private
CUST002884,Undergraduate,Private
CUST002885,Graduate,Private
CUST002886,Undergraduate,Private
CUST002887,Graduate,Private
CUST002888,Graduate,Private
CUST002889,Doctorate,Private
CUST002890,Doctorate,Private
CUST002891,Doctorate,Private
CUST002892,Undergraduate,Private
CUST002893,Graduate,Private
CUST002894,Doctorate,Private
CUST002895,Doctorate,Private
CUST002896,Doctorate,Private
CUST002897,Doctorate,Private
CUST002898,Undergraduate,Private
CUST002899,Doctorate,Private
CUST002900,Postgraduate,Private
CUST002901,Postgraduate,Private
CUST002902,Graduate,Private
CUST002903,Undergraduate,Private
CUST002904,Undergraduate,Private
CUST002905,Undergraduate,Private
CUST002906,Undergraduate,Private
CUST002907,Graduate,Private
CUST002908,Undergraduate,Private
CUST002909,Doctorate,Private
CUST002910,Postgraduate,Private
CUST002911,Graduate,Private
CUST002912,Undergraduate,Private
CUST002913,Postgraduate,Private
CUST002914,Undergraduate,Private
CUST002915,Undergraduate,Private
CUST002916,Postgraduate,Private
CUST002917,Doctorate,Private
CUST002918,Doctorate,Private
CUST002919,Doctorate,Private
CUST002920,Doctorate,Private
CUST002921,Graduate,Private
CUST002922,Undergraduate,Private
CUST002923,Graduate,Private
CUST002924,Postgraduate,Private
CUST002925,Postgraduate,Private
CUST002926,Undergraduate,Private
CUST002927,Graduate,Private
CUST002928,Doctorate,Private
CUST002929,Postgraduate,Private
CUST002930,Undergraduate,Private
CUST002931,Graduate,Private
CUST002932,Undergraduate,Private
CUST002933,Graduate,Private
CUST002934,Doctorate,Private
CUST002935,Graduate,Private
CUST002936,Graduate,Private
CUST002937,Undergraduate,Private
CUST002938,Undergraduate,Private
CUST002939,Graduate,Private
CUST002940,Undergraduate,Private
CUST002941,Postgraduate,Private
CUST002942,Graduate,Private
CUST002943,Undergraduate,Private
CUST002944,Postgraduate,Private
CUST002945,Doctorate,Private
CUST002946,Postgraduate,Private
CUST002947,Doctorate,Private
CUST002948,Doctorate,Private
CUST002949,Postgraduate,Private
CUST002950,Postgraduate,Private
CUST002951,Doctorate,Private
CUST002952,Doctorate,Private
CUST002953,Undergraduate,Private
CUST002954,Doctorate,Private
CUST002955,Doctorate,Private
CUST002956,Doctorate,Private
CUST002957,Undergraduate,Private
CUST002958,Graduate,Private
CUST002959,Undergraduate,Private
CUST002960,Graduate,Private
CUST002961,Postgraduate,Private
CUST002962,Graduate,Private
CUST002963,Postgraduate,Private
CUST002964,Graduate,Private
CUST002965,Undergraduate,Private
CUST002966,Graduate,Private
CUST002967,Postgraduate,Private
CUST002968,Postgraduate,Private
CUST002969,Doctorate,Private
CUST002970,Graduate,Private
CUST002971,Postgraduate,Private
CUST002972,Undergraduate,Private
CUST002973,Undergraduate,Private
CUST002974,Doctorate,Private
CUST002975,Graduate,Private
CUST002976,Doctorate,Private
CUST002977,Undergraduate,Private
CUST002978,Graduate,Private
CUST002979,Postgraduate,Private
CUST002980,Graduate,Private
CUST002981,Graduate,Private
CUST002982,Doctorate,Private
CUST002983,Graduate,Private
CUST002984,Doctorate,Private
CUST002985,Undergraduate,Private
CUST002986,Doctorate,Private
CUST002987,Undergraduate,Private
CUST002988,Graduate,Private
CUST002989,Doctorate,Private
CUST002990,Graduate,Private
CUST002991,Graduate,Private
CUST002992,Doctorate,Private
CUST002993,Doctorate,Private
CUST002994,Undergraduate,Private
CUST002995,Undergraduate,Private
CUST002996,Undergraduate,Private
CUST002997,Undergraduate,Private
CUST002998,Doctorate,Private
CUST002999,Undergraduate,Private
CUST003000,Doctorate,Private
CUST003001,Postgraduate,Private
CUST003002,Doctorate,Private
CUST003003,Doctorate,Private
CUST003004,Postgraduate,Private
CUST003005,Postgraduate,Private
CUST003006,Undergraduate,Private
CUST003007,Graduate,Private
CUST003008,Graduate,Private
CUST003009,Undergraduate,Private
CUST003010,Graduate,Private
CUST003011,Doctorate,Private
CUST003012,Graduate,Private
CUST003013,Postgraduate,Private
CUST003014,Undergraduate,Private
CUST003015,Doctorate,Private
CUST003016,Doctorate,Private
CUST003017,Undergraduate,Private
CUST003018,Postgraduate,Private
CUST003019,Postgraduate,Private
CUST003020,Undergraduate,Private
CUST003021,Doctorate,Private
CUST003022,Postgraduate,Private
CUST003023,Doctorate,Private
CUST003024,Postgraduate,Private
CUST003025,Doctorate,Private
CUST003026,Postgraduate,Private
CUST003027,Doctorate,Private
CUST003028,Undergraduate,Private
CUST003029,Doctorate,Private
CUST003030,Graduate,Private
CUST003031,Undergraduate,Private
CUST003032,Postgraduate,Private
CUST003033,Doctorate,Private
CUST003034,Postgraduate,Private
CUST003035,Graduate,Private
CUST003036,Postgraduate,Private
CUST003037,Doctorate,Private
CUST003038,Graduate,Private
CUST003039,Postgraduate,Private
CUST003040,Doctorate,Private
CUST003041,Postgraduate,Private
CUST003042,Doctorate,Private
CUST003043,Doctorate,Private
CUST003044,Doctorate,Private
CUST003045,Doctorate,Private
CUST003046,Doctorate,Private
CUST003047,Undergraduate,Private
CUST003048,Undergraduate,Private
CUST003049,Undergraduate,Private
CUST003050,Undergraduate,Private
CUST003051,Graduate,Private
CUST003052,Postgraduate,Private
CUST003053,Doctorate,Private
CUST003054,Graduate,Private
CUST003055,Undergraduate,Private
CUST003056,Graduate,Private
CUST003057,Postgraduate,Private
CUST003058,Postgraduate,Private
CUST003059,Graduate,Private
CUST003060,Doctorate,Private
CUST003061,Postgraduate,Private
CUST003062,Undergraduate,Private
CUST003063,Graduate,Private
CUST003064,Graduate,Private
CUST003065,Doctorate,Private
CUST003066,Graduate,Private
CUST003067,Undergraduate,Private
CUST003068,Graduate,Private
CUST003069,Doctorate,Private
CUST003070,Postgraduate,Private
CUST003071,Graduate,Private
CUST003072,Undergraduate,Private
CUST003073,Undergraduate,Private
CUST003074,Undergraduate,Private
CUST003075,Graduate,Private
CUST003076,Graduate,Private
CUST003077,Doctorate,Private
CUST003078,Doctorate,Private
CUST003079,Undergraduate,Private
CUST003080,Doctorate,Private
CUST003081,Postgraduate,Private
CUST003082,Doctorate,Private
CUST003083,Doctorate,Private
CUST003084,Undergraduate,Private
CUST003085,Doctorate,Private
CUST003086,Undergraduate,Private
CUST003087,Undergraduate,Private
CUST003088,Doctorate,Private
CUST003089,Doctorate,Private
CUST003090,Graduate,Private
CUST003091,Undergraduate,Private
CUST003092,Doctorate,Private
CUST003093,Postgraduate,Private
CUST003094,Doctorate,Private
CUST003095,Doctorate,Private
CUST003096,Doctorate,Private
CUST003097,Undergraduate,Private
CUST003098,Graduate,Private
CUST003099,Postgraduate,Private
CUST003100,Graduate,Private
CUST003101,Undergraduate,Private
CUST003102,Graduate,Private
CUST003103,Graduate,Private
CUST003104,Postgraduate,Private
CUST003105,Graduate,Private
CUST003106,Undergraduate,Private
CUST003107,Graduate,Private
CUST003108,Doctorate,Private
CUST003109,Postgraduate,Private
CUST003110,Doctorate,Private
CUST003111,Graduate,Private
CUST003112,Undergraduate,Private
CUST003113,Undergraduate,Private
CUST003114,Postgraduate,Private
CUST003115,Postgraduate,Private
CUST003116,Postgraduate,Private
CUST003117,Doctorate,Private
CUST003118,Doctorate,Private
CUST003119,Postgraduate,Private
CUST003120,Undergraduate,Private
CUST003121,Postgraduate,Private
CUST003122,Undergraduate,Private
CUST003123,Doctorate,Private
CUST003124,Doctorate,Private
CUST003125,Undergraduate,Private
CUST003126,Doctorate,Private
CUST003127,Doctorate,Private
CUST003128,Graduate,Private
CUST003129,Doctorate,Private
CUST003130,Undergraduate,Private
CUST003131,Graduate,Private
CUST003132,Undergraduate,Private
CUST003133,Undergraduate,Private
CUST003134,Graduate,Private
CUST003135,Graduate,Private
CUST003136,Doctorate,Private
CUST003137,Graduate,Private
CUST003138,Graduate,Private
CUST003139,Postgraduate,Private
CUST003140,Postgraduate,Private
CUST003141,Postgraduate,Private
CUST003142,Doctorate,Private
CUST003143,Postgraduate,Private
CUST003144,Undergraduate,Private
CUST003145,Doctorate,Private
CUST003146,Graduate,Private
CUST003147,Postgraduate,Private
CUST003148,Undergraduate,Private
CUST003149,Doctorate,Private
CUST003150,Undergraduate,Private
CUST003151,Postgraduate,Private
CUST003152,Graduate,Private
CUST003153,Doctorate,Private
CUST003154,Postgraduate,Private
CUST003155,Doctorate,Private
CUST003156,Undergraduate,Private
CUST003157,Doctorate,Private
CUST003158,Graduate,Private
CUST003159,Doctorate,Private
CUST003160,Postgraduate,Private
CUST003161,Graduate,Private
CUST003162,Postgraduate,Private
CUST003163,Graduate,Private
CUST003164,Graduate,Private
CUST003165,Postgraduate,Private
CUST003166,Graduate,Private
CUST003167,Doctorate,Private
CUST003168,Doctorate,Private
CUST003169,Doctorate,Private
CUST003170,Postgraduate,Private
CUST003171,Graduate,Private
CUST003172,Undergraduate,Private
CUST003173,Postgraduate,Private
CUST003174,Postgraduate,Private
CUST003175,Doctorate,Private
CUST003176,Undergraduate,Private
CUST003177,Doctorate,Private
CUST003178,Postgraduate,Private
CUST003179,Postgraduate,Private
CUST003180,Doctorate,Private
CUST003181,Doctorate,Private
CUST003182,Postgraduate,Private
CUST003183,Graduate,Private
CUST003184,Postgraduate,Private
CUST003185,Undergraduate,Private
CUST003186,Postgraduate,Private
CUST003187,Doctorate,Private
CUST003188,Graduate,Private
CUST003189,Graduate,Private
CUST003190,Graduate,Private
CUST003191,Doctorate,Private
CUST003192,Postgraduate,Private
CUST003193,Graduate,Private
CUST003194,Graduate,Private
CUST003195,Doctorate,Private
CUST003196,Undergraduate,Private
CUST003197,Doctorate,Private
CUST003198,Postgraduate,Private
CUST003199,Undergraduate,Private
CUST003200,Doctorate,Private
CUST003201,Graduate,Private
CUST003202,Undergraduate,Private
CUST003203,Postgraduate,Private
CUST003204,Undergraduate,Private
CUST003205,Undergraduate,Private
CUST003206,Doctorate,Private
CUST003207,Doctorate,Private
CUST003208,Undergraduate,Private
CUST003209,Undergraduate,Private
CUST003210,Undergraduate,Private
CUST003211,Undergraduate,Private
CUST003212,Undergraduate,Private
CUST003213,Graduate,Private
CUST003214,Postgraduate,Private
CUST003215,Postgraduate,Private
CUST003216,Undergraduate,Private
CUST003217,Postgraduate,Private
CUST003218,Postgraduate,Private
CUST003219,Graduate,Private
CUST003220,Doctorate,Private
CUST003221,Postgraduate,Private
CUST003222,Doctorate,Private
CUST003223,Graduate,Private
CUST003224,Postgraduate,Private
CUST003225,Undergraduate,Private
CUST003226,Doctorate,Private
CUST003227,Graduate,Private
CUST003228,Doctorate,Private
CUST003229,Doctorate,Private
CUST003230,Doctorate,Private
CUST003231,Graduate,Private
CUST003232,Graduate,Private
CUST003233,Graduate,Private
CUST003234,Doctorate,Private
CUST003235,Doctorate,Private
CUST003236,Graduate,Private
CUST003237,Undergraduate,Private
CUST003238,Doctorate,Private
CUST003239,Undergraduate,Private
CUST003240,Undergraduate,Private
CUST003241,Doctorate,Private
CUST003242,Doctorate,Private
CUST003243,Postgraduate,Private
CUST003244,Undergraduate,Private
CUST003245,Doctorate,Private
CUST003246,Postgraduate,Private
CUST003247,Doctorate,Private
CUST003248,Postgraduate,Private
CUST003249,Postgraduate,Private
CUST003250,Doctorate,Private
CUST003251,Graduate,Private
CUST003252,Graduate,Private
CUST003253,Undergraduate,Private
CUST003254,Graduate,Private
CUST003255,Postgraduate,Private
CUST003256,Postgraduate,Private
CUST003257,Graduate,Private
CUST003258,Doctorate,Private
CUST003259,Doctorate,Private
CUST003260,Doctorate,Private
CUST003261,Undergraduate,Private
CUST003262,Undergraduate,Private
CUST003263,Doctorate,Private
CUST003264,Doctorate,Private
CUST003265,Doctorate,Private
CUST003266,Undergraduate,Private
CUST003267,Undergraduate,Private
CUST003268,Graduate,Private
CUST003269,Undergraduate,Private
CUST003270,Undergraduate,Private
CUST003271,Graduate,Private
CUST003272,Undergraduate,Private
CUST003273,Doctorate,Private
CUST003274,Doctorate,Private
CUST003275,Graduate,Private
CUST003276,Undergraduate,Private
CUST003277,Undergraduate,Private
CUST003278,Undergraduate,Private
CUST003279,Undergraduate,Private
CUST003280,Undergraduate,Private
CUST003281,Doctorate,Private
CUST003282,Doctorate,Private
CUST003283,Doctorate,Private
CUST003284,Graduate,Private
CUST003285,Postgraduate,Private
CUST003286,Undergraduate,Private
CUST003287,Graduate,Private
CUST003288,Doctorate,Private
CUST003289,Undergraduate,Private
CUST003290,Graduate,Private
CUST003291,Postgraduate,Private
CUST003292,Postgraduate,Private
CUST003293,Graduate,Private
CUST003294,Postgraduate,Private
CUST003295,Graduate,Private
CUST003296,Undergraduate,Private
CUST003297,Postgraduate,Private
CUST003298,Doctorate,Private
CUST003299,Doctorate,Private
CUST003300,Postgraduate,Private
CUST003301,Doctorate,Private
CUST003302,Postgraduate,Private
CUST003303,Graduate,Private
CUST003304,Graduate,Private
CUST003305,Postgraduate,Private
CUST003306,Graduate,Private
CUST003307,Postgraduate,Private
CUST003308,Undergraduate,Private
CUST003309,Postgraduate,Private
CUST003310,Doctorate,Private
CUST003311,Doctorate,Private
CUST003312,Postgraduate,Private
CUST003313,Graduate,Private
CUST003314,Undergraduate,Private
CUST003315,Doctorate,Private
CUST003316,Undergraduate,Private
CUST003317,Doctorate,Private
CUST003318,Undergraduate,Private
CUST003319,Postgraduate,Private
CUST003320,Doctorate,Private
CUST003321,Doctorate,Private
CUST003322,Postgraduate,Private
CUST003323,Graduate,Private
CUST003324,Undergraduate,Private
CUST003325,Graduate,Private
CUST003326,Doctorate,Private
CUST003327,Undergraduate,Private
CUST003328,Undergraduate,Private
CUST003329,Graduate,Private
CUST003330,Undergraduate,Private
CUST003331,Undergraduate,Private
CUST003332,Undergraduate,Private
CUST003333,Doctorate,Private
CUST003334,Postgraduate,Private
CUST003335,Postgraduate,Private
CUST003336,Doctorate,Private
CUST003337,Doctorate,Private
CUST003338,Postgraduate,Private
CUST003339,Doctorate,Private
CUST003340,Graduate,Private
CUST003341,Graduate,Private
CUST003342,Undergraduate,Private
CUST003343,Doctorate,Private
CUST003344,Undergraduate,Private
CUST003345,Postgraduate,Private
CUST003346,Postgraduate,Private
CUST003347,Graduate,Private
CUST003348,Graduate,Private
CUST003349,Undergraduate,Private
CUST003350,Postgraduate,Private
CUST003351,Postgraduate,Private
CUST003352,Postgraduate,Private
CUST003353,Undergraduate,Private
CUST003354,Postgraduate,Private
CUST003355,Doctorate,Private
CUST003356,Graduate,Private
CUST003357,Undergraduate,Private
CUST003358,Undergraduate,Private
CUST003359,Graduate,Private
CUST003360,Undergraduate,Private
CUST003361,Graduate,Private
CUST003362,Doctorate,Private
CUST003363,Undergraduate,Private
CUST003364,Postgraduate,Private
CUST003365,Doctorate,Private
CUST003366,Postgraduate,Private
CUST003367,Doctorate,Private
CUST003368,Undergraduate,Private
CUST003369,Postgraduate,Private
CUST003370,Doctorate,Private
CUST003371,Graduate,Private
CUST003372,Undergraduate,Private
CUST003373,Postgraduate,Private
CUST003374,Graduate,Private
CUST003375,Graduate,Private
CUST003376,Graduate,Private
CUST003377,Undergraduate,Private
CUST003378,Undergraduate,Private
CUST003379,Graduate,Private
CUST003380,Graduate,Private
CUST003381,Graduate,Private
CUST003382,Doctorate,Private
CUST003383,Doctorate,Private
CUST003384,Doctorate,Private
CUST003385,Doctorate,Private
CUST003386,Postgraduate,Private
CUST003387,Doctorate,Private
CUST003388,Graduate,Private
CUST003389,Undergraduate,Private
CUST003390,Doctorate,Private
CUST003391,Graduate,Private
CUST003392,Graduate,Private
CUST003393,Undergraduate,Private
CUST003394,Undergraduate,Private
CUST003395,Undergraduate,Private
CUST003396,Undergraduate,Private
CUST003397,Undergraduate,Private
CUST003398,Graduate,Private
CUST003399,Undergraduate,Private
CUST003400,Postgraduate,Private
CUST003401,Undergraduate,Private
CUST003402,Doctorate,Private
CUST003403,Graduate,Private
CUST003404,Doctorate,Private
CUST003405,Undergraduate,Private
CUST003406,Doctorate,Private
CUST003407,Doctorate,Private
CUST003408,Undergraduate,Private
CUST003409,Graduate,Private
CUST003410,Undergraduate,Private
CUST003411,Graduate,Private
CUST003412,Doctorate,Private
CUST003413,Graduate,Private
CUST003414,Postgraduate,Private
CUST003415,Postgraduate,Private
CUST003416,Graduate,Private
CUST003417,Graduate,Private
CUST003418,Postgraduate,Private
CUST003419,Graduate,Private
CUST003420,Undergraduate,Private
CUST003421,Graduate,Private
CUST003422,Doctorate,Private
CUST003423,Graduate,Private
CUST003424,Graduate,Private
CUST003425,Doctorate,Private
CUST003426,Graduate,Private
CUST003427,Postgraduate,Private
CUST003428,Graduate,Private
CUST003429,Undergraduate,Private
CUST003430,Postgraduate,Private
CUST003431,Undergraduate,Private
CUST003432,Graduate,Private
CUST003433,Doctorate,Private
CUST003434,Postgraduate,Private
CUST003435,Graduate,Private
CUST003436,Postgraduate,Private
CUST003437,Undergraduate,Private
CUST003438,Postgraduate,Private
CUST003439,Graduate,Private
CUST003440,Graduate,Private
CUST003441,Postgraduate,Private
CUST003442,Postgraduate,Private
CUST003443,Doctorate,Private
CUST003444,Undergraduate,Private
CUST003445,Doctorate,Private
CUST003446,Postgraduate,Private
CUST003447,Undergraduate,Private
CUST003448,Undergraduate,Private
CUST003449,Doctorate,Private
CUST003450,Postgraduate,Private
CUST003451,Graduate,Private
CUST003452,Doctorate,Private
CUST003453,Graduate,Private
CUST003454,Doctorate,Private
CUST003455,Doctorate,Private
CUST003456,Doctorate,Private
CUST003457,Undergraduate,Private
CUST003458,Undergraduate,Private
CUST003459,Postgraduate,Private
CUST003460,Graduate,Private
CUST003461,Undergraduate,Private
CUST003462,Postgraduate,Private
CUST003463,Graduate,Private
CUST003464,Graduate,Private
CUST003465,Undergraduate,Private
CUST003466,Postgraduate,Private
CUST003467,Graduate,Private
CUST003468,Doctorate,Private
CUST003469,Undergraduate,Private
CUST003470,Postgraduate,Private
CUST003471,Undergraduate,Private
CUST003472,Doctorate,Private
CUST003473,Postgraduate,Private
CUST003474,Graduate,Private
CUST003475,Doctorate,Private
CUST003476,Doctorate,Private
CUST003477,Postgraduate,Private
CUST003478,Graduate,Private
CUST003479,Doctorate,Private
CUST003480,Doctorate,Private
CUST003481,Postgraduate,Private
CUST003482,Undergraduate,Private
CUST003483,Doctorate,Private
CUST003484,Graduate,Private
CUST003485,Postgraduate,Private
CUST003486,Undergraduate,Private
CUST003487,Undergraduate,Private
CUST003488,Postgraduate,Private
CUST003489,Graduate,Private
CUST003490,Postgraduate,Private
CUST003491,Postgraduate,Private
CUST003492,Graduate,Private
CUST003493,Undergraduate,Private
CUST003494,Undergraduate,Private
CUST003495,Postgraduate,Private
CUST003496,Undergraduate,Private
CUST003497,Doctorate,Private
CUST003498,Undergraduate,Private
CUST003499,Postgraduate,Private
CUST003500,Postgraduate,Private
CUST003501,Undergraduate,Private
CUST003502,Graduate,Private
CUST003503,Doctorate,Private
CUST003504,Doctorate,Private
CUST003505,Graduate,Private
CUST003506,Graduate,Private
CUST003507,Postgraduate,Private
CUST003508,Doctorate,Private
CUST003509,Undergraduate,Private
CUST003510,Graduate,Private
CUST003511,Graduate,Private
CUST003512,Undergraduate,Private
CUST003513,Undergraduate,Private
CUST003514,Postgraduate,Private
CUST003515,Graduate,Private
CUST003516,Undergraduate,Private
CUST003517,Postgraduate,Private
CUST003518,Doctorate,Private
CUST003519,Doctorate,Private
CUST003520,Doctorate,Private
CUST003521,Postgraduate,Private
CUST003522,Undergraduate,Private
CUST003523,Postgraduate,Private
CUST003524,Undergraduate,Private
CUST003525,Postgraduate,Private
CUST003526,Postgraduate,Private
CUST003527,Graduate,Private
CUST003528,Doctorate,Private
CUST003529,Graduate,Private
CUST003530,Doctorate,Private
CUST003531,Doctorate,Private
CUST003532,Graduate,Private
CUST003533,Doctorate,Private
CUST003534,Postgraduate,Private
CUST003535,Postgraduate,Private
CUST003536,Doctorate,Private
CUST003537,Postgraduate,Private
CUST003538,Postgraduate,Private
CUST003539,Graduate,Private
CUST003540,Doctorate,Private
CUST003541,Graduate,Private
CUST003542,Graduate,Private
CUST003543,Undergraduate,Private
CUST003544,Doctorate,Private
CUST003545,Undergraduate,Private
CUST003546,Graduate,Private
CUST003547,Graduate,Private
CUST003548,Doctorate,Private
CUST003549,Undergraduate,Private
CUST003550,Graduate,Private
CUST003551,Undergraduate,Private
CUST003552,Graduate,Private
CUST003553,Postgraduate,Private
CUST003554,Graduate,Private
CUST003555,Postgraduate,Private
CUST003556,Undergraduate,Private
CUST003557,Postgraduate,Private
CUST003558,Undergraduate,Private
CUST003559,Graduate,Private
CUST003560,Undergraduate,Private
CUST003561,Graduate,Private
CUST003562,Graduate,Private
CUST003563,Doctorate,Private
CUST003564,Doctorate,Private
CUST003565,Graduate,Private
CUST003566,Postgraduate,Private
CUST003567,Doctorate,Private
CUST003568,Doctorate,Private
CUST003569,Postgraduate,Private
CUST003570,Undergraduate,Private
CUST003571,Undergraduate,Private
CUST003572,Postgraduate,Private
CUST003573,Postgraduate,Private
CUST003574,Postgraduate,Private
CUST003575,Doctorate,Private
CUST003576,Doctorate,Private
CUST003577,Undergraduate,Private
CUST003578,Graduate,Private
CUST003579,Undergraduate,Private
CUST003580,Graduate,Private
CUST003581,Undergraduate,Private
CUST003582,Undergraduate,Private
CUST003583,Undergraduate,Private
CUST003584,Postgraduate,Private
CUST003585,Postgraduate,Private
CUST003586,Graduate,Private
CUST003587,Postgraduate,Private
CUST003588,Doctorate,Private
CUST003589,Postgraduate,Private
CUST003590,Undergraduate,Private
CUST003591,Graduate,Private
CUST003592,Undergraduate,Private
CUST003593,Doctorate,Private
CUST003594,Graduate,Private
CUST003595,Doctorate,Private
CUST003596,Doctorate,Private
CUST003597,Doctorate,Private
CUST003598,Undergraduate,Private
CUST003599,Doctorate,Private
CUST003600,Graduate,Private
CUST003601,Undergraduate,Private
CUST003602,Undergraduate,Private
CUST003603,Undergraduate,Private
CUST003604,Postgraduate,Private
CUST003605,Postgraduate,Private
CUST003606,Graduate,Private
CUST003607,Doctorate,Private
CUST003608,Doctorate,Private
CUST003609,Graduate,Private
CUST003610,Undergraduate,Private
CUST003611,Doctorate,Private
CUST003612,Undergraduate,Private
CUST003613,Graduate,Private
CUST003614,Postgraduate,Private
CUST003615,Postgraduate,Private
CUST003616,Undergraduate,Private
CUST003617,Undergraduate,Private
CUST003618,Graduate,Private
CUST003619,Postgraduate,Private
CUST003620,Graduate,Private
CUST003621,Postgraduate,Private
CUST003622,Postgraduate,Private
CUST003623,Graduate,Private
CUST003624,Graduate,Private
CUST003625,Doctorate,Private
CUST003626,Graduate,Private
CUST003627,Postgraduate,Private
CUST003628,Graduate,Private
CUST003629,Undergraduate,Private
CUST003630,Postgraduate,Private
CUST003631,Undergraduate,Private
CUST003632,Postgraduate,Private
CUST003633,Postgraduate,Private
CUST003634,Postgraduate,Private
CUST003635,Graduate,Private
CUST003636,Postgraduate,Private
CUST003637,Graduate,Private
CUST003638,Graduate,Private
CUST003639,Postgraduate,Private
CUST003640,Doctorate,Private
CUST003641,Doctorate,Private
CUST003642,Postgraduate,Private
CUST003643,Doctorate,Private
CUST003644,Graduate,Private
