financial_id,order_id,cogs,operational_expenses,other_expenses,total_revenue,profit,financial_date,taxes_paid,discount_given
FIN007823,ORD007823,954,4564,1262,4354,5952,2023-03-09,210,252
FIN007824,ORD007824,760,2710,1095,1591,360,2023-09-04,401,216
FIN007825,ORD007825,329,3232,994,9143,2134,2023-02-10,181,240
FIN007826,ORD007826,821,561,2167,8054,8920,2023-06-21,52,199
FIN007827,ORD007827,185,4260,2173,3758,3410,2023-12-29,294,250
FIN007828,ORD007828,753,560,992,7527,1006,2023-01-13,55,25
FIN007829,ORD007829,932,4601,579,9568,3573,2023-11-23,311,266
FIN007830,ORD007830,751,1126,2211,6660,8910,2024-07-03,490,144
FIN007831,ORD007831,192,797,110,6670,709,2024-04-22,442,95
FIN007832,ORD007832,724,1252,1280,7205,2216,2024-04-11,49,213
FIN007833,ORD007833,698,4336,1465,1930,3963,2023-10-04,321,141
FIN007834,ORD007834,942,3208,645,6907,4691,2024-01-03,128,195
FIN007835,ORD007835,603,3115,856,8809,8120,2024-09-28,70,190
FIN007836,ORD007836,504,3650,1399,3860,8998,2023-07-12,218,27
FIN007837,ORD007837,280,1783,2141,2969,7739,2024-06-24,199,220
FIN007838,ORD007838,707,3508,2511,975,2965,2023-10-22,418,123
FIN007839,ORD007839,461,3157,686,1220,5551,2023-07-09,218,84
FIN007840,ORD007840,653,4151,843,8581,7601,2023-01-04,419,254
FIN007841,ORD007841,263,4344,1818,4029,7999,2024-04-12,389,225
FIN007842,ORD007842,917,1791,2380,4394,2155,2023-06-24,425,147
FIN007843,ORD007843,955,4155,2199,2919,8319,2023-10-26,93,64
FIN007844,ORD007844,215,4774,1205,7413,7902,2023-01-15,61,187
FIN007845,ORD007845,610,605,1169,7627,1466,2024-06-27,187,168
FIN007846,ORD007846,553,3382,825,2419,1449,2024-02-20,227,265
FIN007847,ORD007847,738,1957,1903,8131,2353,2023-05-08,414,12
FIN007848,ORD007848,102,2696,2059,2564,6735,2023-09-14,190,264
FIN007849,ORD007849,200,728,2130,717,7526,2023-10-02,95,153
FIN007850,ORD007850,723,1804,1923,7021,1557,2024-05-10,138,75
FIN007851,ORD007851,893,1260,1053,5749,3156,2023-03-03,244,274
FIN007852,ORD007852,895,3618,1318,4534,1125,2024-07-10,213,74
FIN007853,ORD007853,517,808,2899,5669,4434,2023-07-29,147,222
FIN007854,ORD007854,329,1520,2953,4987,8588,2024-11-28,341,35
FIN007855,ORD007855,608,2616,2726,9117,-64,2023-09-14,316,184
FIN007856,ORD007856,799,3630,2896,7832,4948,2024-11-29,183,129
FIN007857,ORD007857,869,4220,517,4536,7920,2024-06-07,385,137
FIN007858,ORD007858,102,3129,1181,8393,3279,2023-07-19,83,167
FIN007859,ORD007859,830,3181,1086,3016,6805,2023-10-21,354,203
FIN007860,ORD007860,535,4859,629,4850,4961,2024-02-05,428,192
FIN007861,ORD007861,278,4634,1972,8667,7538,2023-09-21,368,178
FIN007862,ORD007862,141,2251,2146,3382,8198,2023-03-14,350,186
FIN007863,ORD007863,533,4490,1488,7133,7348,2023-10-12,441,250
FIN007864,ORD007864,208,4330,2200,942,8264,2023-06-24,411,107
FIN007865,ORD007865,869,2257,2336,5643,1885,2023-10-28,460,275
FIN007866,ORD007866,241,965,1341,6052,2447,2024-05-18,487,213
FIN007867,ORD007867,559,2558,164,8240,8221,2023-11-13,409,184
FIN007868,ORD007868,203,2625,972,4805,3350,2024-07-03,304,124
FIN007869,ORD007869,219,4480,1237,3128,3333,2023-11-08,16,223
FIN007870,ORD007870,539,4363,234,6479,3985,2024-03-28,396,150
FIN007871,ORD007871,259,1212,589,6943,4802,2024-01-02,496,31
FIN007872,ORD007872,843,1008,2453,7503,1994,2023-10-20,18,269
FIN007873,ORD007873,414,1994,415,1296,8357,2023-05-25,437,70
FIN007874,ORD007874,605,4634,1211,1208,1253,2024-01-06,273,0
FIN007875,ORD007875,612,3333,1128,2052,1727,2023-01-05,454,244
FIN007876,ORD007876,293,1495,505,7937,7183,2023-02-01,217,176
FIN007877,ORD007877,826,1175,2940,9120,2817,2024-07-12,331,68
FIN007878,ORD007878,431,4601,475,1426,7985,2024-05-15,20,220
FIN007879,ORD007879,420,3937,2576,7741,4576,2023-12-21,56,39
FIN007880,ORD007880,362,4732,250,7867,2573,2023-02-04,226,194
FIN007881,ORD007881,358,4795,1717,532,5667,2023-11-01,472,40
FIN007882,ORD007882,625,1634,704,7912,6497,2024-03-31,70,104
FIN007883,ORD007883,537,3565,479,7663,7585,2023-02-23,55,24
FIN007884,ORD007884,896,2437,865,8183,5749,2023-07-01,122,83
FIN007885,ORD007885,152,1199,754,5046,7448,2023-10-21,301,36
FIN007886,ORD007886,150,1916,1011,4014,5299,2024-03-18,372,173
FIN007887,ORD007887,437,2682,2490,9558,7792,2023-04-12,313,56
FIN007888,ORD007888,284,1734,1091,9557,6401,2023-10-21,252,56
FIN007889,ORD007889,925,2556,208,9862,5469,2023-05-30,356,119
FIN007890,ORD007890,712,1695,1861,1001,2896,2024-09-24,350,285
FIN007891,ORD007891,351,4029,415,2931,1166,2023-03-24,67,209
FIN007892,ORD007892,989,4405,1727,4805,-15,2023-09-30,180,54
FIN007893,ORD007893,434,1820,2430,9557,951,2024-09-30,384,110
FIN007894,ORD007894,670,2534,1231,684,6027,2022-12-14,127,174
FIN007895,ORD007895,190,4656,1491,4979,6458,2023-09-12,111,262
FIN007896,ORD007896,802,4068,338,2078,3411,2023-02-23,226,35
FIN007897,ORD007897,818,3141,178,9456,8032,2024-06-18,441,247
FIN007898,ORD007898,764,3229,2260,3016,4611,2024-08-11,353,298
FIN007899,ORD007899,663,1677,1236,4375,8828,2024-06-24,435,86
FIN007900,ORD007900,496,1955,1353,8031,-317,2024-08-23,198,183
FIN007901,ORD007901,454,560,451,4270,8651,2023-09-28,437,81
FIN007902,ORD007902,867,1760,2104,554,3957,2024-09-02,474,30
FIN007903,ORD007903,150,1513,2228,2063,7613,2023-07-02,476,254
FIN007904,ORD007904,415,1696,1621,6124,3886,2022-12-20,238,145
FIN007905,ORD007905,786,3993,1102,9799,3128,2024-08-31,459,114
FIN007906,ORD007906,196,1480,800,9041,1841,2024-03-30,24,263
FIN007907,ORD007907,799,3912,472,3022,1662,2024-11-20,314,28
FIN007908,ORD007908,347,4996,1111,7579,4010,2024-04-13,87,119
FIN007909,ORD007909,179,3892,1458,9173,230,2024-09-15,493,114
FIN007910,ORD007910,944,586,1858,2064,-257,2022-12-17,194,210
FIN007911,ORD007911,101,4428,667,8477,5082,2024-09-19,378,102
FIN007912,ORD007912,852,4955,125,4118,5225,2024-12-03,147,50
FIN007913,ORD007913,981,4429,856,5863,4317,2023-08-09,419,162
FIN007914,ORD007914,676,1857,2692,7603,1242,2024-12-06,476,97
FIN007915,ORD007915,805,3992,2385,8855,6574,2024-09-03,413,56
FIN007916,ORD007916,385,1238,804,6360,5047,2023-09-21,275,188
FIN007917,ORD007917,267,4184,1573,2449,594,2024-06-29,104,198
FIN007918,ORD007918,732,1392,2359,8849,5318,2023-03-02,102,184
FIN007919,ORD007919,796,869,1150,5970,1154,2024-01-30,151,79
FIN007920,ORD007920,960,3684,501,2012,468,2023-01-15,82,36
FIN007921,ORD007921,217,1493,1322,3022,7914,2023-05-09,130,33
FIN007922,ORD007922,698,3838,2152,8127,6598,2023-10-05,168,95
FIN007923,ORD007923,860,3759,1635,2385,5318,2023-01-30,243,238
FIN007924,ORD007924,377,2758,1638,9795,4049,2024-02-19,332,190
FIN007925,ORD007925,322,1129,1232,8430,6513,2023-09-18,291,211
FIN007926,ORD007926,979,643,2204,4148,8640,2023-05-21,78,22
FIN007927,ORD007927,590,2665,1458,5545,6348,2024-03-30,129,229
FIN007928,ORD007928,972,3937,980,1653,7519,2023-12-16,306,196
FIN007929,ORD007929,560,4730,2990,6854,4687,2023-12-09,482,56
FIN007930,ORD007930,816,3886,575,885,4894,2023-07-05,70,217
FIN007931,ORD007931,303,1627,1306,649,7721,2023-03-12,162,2
FIN007932,ORD007932,873,2467,629,1887,3458,2024-01-11,418,207
FIN007933,ORD007933,368,2241,816,6391,5750,2024-10-06,302,22
FIN007934,ORD007934,808,2830,1156,6765,171,2024-06-09,16,167
FIN007935,ORD007935,754,2750,2790,8770,4673,2024-09-21,73,1
FIN007936,ORD007936,594,1567,334,9435,7873,2024-04-07,145,121
FIN007937,ORD007937,998,2640,2160,7493,7787,2024-11-10,160,72
FIN007938,ORD007938,522,1098,2991,9636,7733,2024-01-14,340,33
FIN007939,ORD007939,413,1119,1894,704,6820,2024-06-06,252,215
FIN007940,ORD007940,553,3599,1585,4847,-243,2024-01-03,72,64
FIN007941,ORD007941,517,3856,1663,3993,7871,2023-07-05,462,73
FIN007942,ORD007942,741,3738,2539,3690,7052,2024-11-03,348,225
FIN007943,ORD007943,942,1754,1935,3776,535,2024-08-29,208,84
FIN007944,ORD007944,278,1599,2676,1678,1645,2023-06-27,435,134
FIN007945,ORD007945,864,4680,205,1058,4192,2023-08-29,198,101
FIN007946,ORD007946,579,2712,1430,1445,3974,2023-10-14,280,48
FIN007947,ORD007947,440,4711,2785,8171,5190,2023-09-02,411,148
FIN007948,ORD007948,231,2101,1688,1115,8729,2023-07-22,251,115
FIN007949,ORD007949,924,3122,2582,8630,1264,2024-10-15,304,185
FIN007950,ORD007950,301,4952,2663,7237,765,2022-12-20,296,288
FIN007951,ORD007951,981,804,1006,9670,3810,2023-04-21,251,231
FIN007952,ORD007952,657,3805,1874,4544,53,2023-10-19,167,210
FIN007953,ORD007953,411,2406,202,9283,2122,2023-04-21,170,108
FIN007954,ORD007954,805,3552,1791,5393,7306,2023-06-29,391,188
FIN007955,ORD007955,511,2345,2834,4208,-308,2023-09-23,331,41
FIN007956,ORD007956,707,4906,389,7520,-470,2023-10-05,171,130
FIN007957,ORD007957,269,2126,2485,2345,8271,2024-10-31,96,74
FIN007958,ORD007958,429,4664,2169,716,2895,2023-10-22,368,85
FIN007959,ORD007959,365,1414,394,2810,2921,2024-08-17,261,58
FIN007960,ORD007960,624,2415,765,6292,5104,2023-07-15,88,270
FIN007961,ORD007961,459,1354,1705,4978,2271,2023-07-18,156,219
FIN007962,ORD007962,406,2132,2701,9154,-364,2023-12-31,451,208
FIN007963,ORD007963,440,699,2715,7186,3072,2023-01-18,314,220
FIN007964,ORD007964,973,3392,1857,9079,3407,2024-12-08,396,279
FIN007965,ORD007965,254,2600,2365,6247,7818,2023-09-10,396,126
FIN007966,ORD007966,485,961,1842,8008,2318,2023-03-08,223,296
FIN007967,ORD007967,121,3051,753,3816,7605,2023-03-12,163,298
FIN007968,ORD007968,269,4109,1325,6332,6109,2023-01-29,479,116
FIN007969,ORD007969,746,1016,859,5266,3485,2024-01-11,76,67
FIN007970,ORD007970,487,2574,388,5651,8386,2023-06-14,244,288
FIN007971,ORD007971,345,2786,103,3143,681,2024-01-26,285,263
FIN007972,ORD007972,813,1842,2323,5136,6506,2023-12-07,239,148
FIN007973,ORD007973,827,4178,2710,3750,2711,2023-06-05,433,258
FIN007974,ORD007974,533,2346,946,9577,7853,2023-08-21,165,31
FIN007975,ORD007975,101,1215,512,1922,8461,2024-02-17,14,61
FIN007976,ORD007976,400,1365,807,677,4733,2024-07-07,40,26
FIN007977,ORD007977,780,2406,1576,3421,3165,2024-04-04,474,57
FIN007978,ORD007978,971,1213,640,4046,7127,2022-12-13,170,280
FIN007979,ORD007979,723,1991,1919,5482,6912,2023-11-16,182,131
FIN007980,ORD007980,290,2843,1620,6765,8131,2024-01-17,359,196
FIN007981,ORD007981,480,4838,377,4867,8752,2024-01-07,308,45
FIN007982,ORD007982,567,2775,1325,4141,7434,2024-07-19,342,34
FIN007983,ORD007983,897,2627,2398,8521,781,2024-02-03,411,267
FIN007984,ORD007984,501,2498,1136,9422,4170,2023-03-16,279,209
FIN007985,ORD007985,613,2722,2452,870,2349,2024-04-22,472,10
FIN007986,ORD007986,671,2285,533,3780,2804,2023-11-01,295,100
FIN007987,ORD007987,139,936,556,5026,4419,2023-05-03,339,226
FIN007988,ORD007988,773,2556,1092,5885,3726,2023-09-11,88,11
FIN007989,ORD007989,699,3235,2414,9509,8878,2023-07-08,317,279
FIN007990,ORD007990,218,4575,1299,6814,6457,2023-06-30,149,230
FIN007991,ORD007991,364,1680,1724,7046,8694,2024-05-18,262,280
FIN007992,ORD007992,455,678,2393,3337,488,2022-12-22,62,108
FIN007993,ORD007993,323,925,2309,3400,3210,2024-02-23,30,133
FIN007994,ORD007994,959,3793,315,4328,5362,2024-08-15,204,43
FIN007995,ORD007995,955,1067,1733,2731,3592,2023-04-09,437,57
FIN007996,ORD007996,370,3229,1305,8491,3876,2023-03-25,128,261
FIN007997,ORD007997,612,526,1186,5651,192,2023-12-28,449,244
FIN007998,ORD007998,762,3989,1139,8141,3952,2023-06-01,43,16
FIN007999,ORD007999,974,4032,1791,3984,4815,2024-09-12,22,108
FIN008000,ORD008000,986,3173,857,3723,8791,2024-01-04,238,71
FIN008001,ORD008001,533,2928,2674,6178,-325,2022-12-22,286,251
FIN008002,ORD008002,833,4464,1451,4094,7769,2023-06-02,320,151
FIN008003,ORD008003,364,3615,2958,7296,6906,2024-04-06,120,125
FIN008004,ORD008004,353,4523,1436,2028,2263,2023-09-18,13,82
FIN008005,ORD008005,996,3731,1386,797,4767,2024-11-19,64,211
FIN008006,ORD008006,884,3293,2881,4416,6331,2024-05-19,352,246
FIN008007,ORD008007,938,2096,880,2486,7678,2024-08-01,307,276
FIN008008,ORD008008,843,3016,2771,4118,7600,2024-01-27,66,292
FIN008009,ORD008009,948,4295,2044,2599,-253,2023-02-14,297,133
FIN008010,ORD008010,651,2260,189,8811,-141,2023-09-27,379,58
FIN008011,ORD008011,734,2245,364,5047,5348,2023-02-18,97,138
FIN008012,ORD008012,300,4760,843,7875,1027,2024-01-25,76,168
FIN008013,ORD008013,436,3501,1452,1124,7684,2024-11-29,353,190
FIN008014,ORD008014,654,4642,2197,6220,5586,2023-06-06,187,40
FIN008015,ORD008015,474,4247,1585,584,423,2023-03-15,306,24
FIN008016,ORD008016,336,1606,1996,1650,-158,2024-07-09,191,61
FIN008017,ORD008017,203,1347,1027,2102,845,2023-07-12,282,235
FIN008018,ORD008018,185,2187,224,7771,10,2024-09-28,26,92
FIN008019,ORD008019,332,1041,1219,9064,2786,2023-10-17,106,278
FIN008020,ORD008020,680,3325,595,5024,8750,2023-09-13,303,216
FIN008021,ORD008021,416,4185,2710,5050,958,2022-12-31,121,98
FIN008022,ORD008022,551,1738,1425,1542,4258,2023-07-29,167,275
FIN008023,ORD008023,485,4537,478,1526,-377,2023-01-02,86,37
FIN008024,ORD008024,623,2411,402,7447,995,2024-07-27,74,295
FIN008025,ORD008025,107,1486,2396,3912,6556,2024-01-01,277,52
FIN008026,ORD008026,736,4136,1581,8802,3992,2023-09-20,351,111
FIN008027,ORD008027,252,4754,2326,7895,3596,2023-02-19,219,89
FIN008028,ORD008028,586,1012,1221,6905,8770,2023-03-08,462,174
FIN008029,ORD008029,351,624,785,7894,6912,2023-01-15,91,190
FIN008030,ORD008030,228,3192,477,1350,3716,2024-11-23,216,12
FIN008031,ORD008031,670,4506,472,9909,6601,2024-01-03,468,124
FIN008032,ORD008032,660,1490,914,6149,-406,2024-11-27,232,296
FIN008033,ORD008033,102,788,1679,8207,7208,2024-05-21,197,178
FIN008034,ORD008034,443,4440,892,3943,248,2023-07-18,301,212
FIN008035,ORD008035,531,802,2862,7153,-72,2024-10-29,92,54
FIN008036,ORD008036,658,2468,1810,8819,3427,2022-12-20,78,151
FIN008037,ORD008037,890,505,1142,7828,6491,2024-05-19,302,107
FIN008038,ORD008038,871,4305,1517,1346,2570,2024-06-27,18,30
FIN008039,ORD008039,741,535,821,699,1948,2023-10-24,257,116
FIN008040,ORD008040,394,3833,2421,1435,2585,2023-06-10,242,249
FIN008041,ORD008041,675,1695,1040,5677,-88,2023-02-02,123,94
FIN008042,ORD008042,734,784,2209,7466,2200,2023-12-31,230,21
FIN008043,ORD008043,224,3855,1180,6124,8389,2023-04-09,216,264
FIN008044,ORD008044,546,4211,1642,9761,6164,2023-07-02,368,62
FIN008045,ORD008045,951,2900,363,8193,982,2024-11-20,495,101
FIN008046,ORD008046,507,2127,606,1095,8004,2024-09-24,410,161
FIN008047,ORD008047,681,4337,2319,6243,7074,2024-02-07,356,145
FIN008048,ORD008048,821,3989,2656,9070,3631,2024-01-03,84,95
FIN008049,ORD008049,189,2998,1553,3406,1161,2023-02-01,34,144
FIN008050,ORD008050,820,3880,343,7936,1214,2024-04-07,217,21
FIN008051,ORD008051,494,1868,2905,4819,7293,2024-10-03,232,269
FIN008052,ORD008052,675,933,1054,1929,7711,2024-05-25,304,257
FIN008053,ORD008053,866,3863,653,6691,4140,2024-04-02,68,122
FIN008054,ORD008054,948,2779,442,4201,7362,2023-10-03,99,173
FIN008055,ORD008055,265,2162,2628,3085,2649,2024-04-06,347,89
FIN008056,ORD008056,628,532,220,9238,6971,2024-01-28,123,149
FIN008057,ORD008057,402,4073,2673,826,7481,2023-04-24,156,259
FIN008058,ORD008058,341,4767,1758,1639,3297,2024-05-13,281,263
FIN008059,ORD008059,665,1113,1920,2446,8372,2023-03-14,243,126
FIN008060,ORD008060,130,3124,2706,1322,5604,2023-07-16,379,191
FIN008061,ORD008061,309,1565,2563,6287,5850,2024-05-27,499,139
FIN008062,ORD008062,933,4107,2169,4414,2467,2024-10-25,105,127
FIN008063,ORD008063,693,2847,925,2466,3611,2023-05-13,311,135
FIN008064,ORD008064,876,4932,1841,1517,6652,2024-06-20,88,154
FIN008065,ORD008065,243,2122,1787,2056,-474,2024-11-14,317,218
FIN008066,ORD008066,943,4716,854,5564,5131,2023-07-02,236,171
FIN008067,ORD008067,330,3093,1435,6807,959,2022-12-29,434,285
FIN008068,ORD008068,272,4700,1563,6597,4675,2024-08-28,303,18
FIN008069,ORD008069,953,3509,2078,2378,1024,2023-03-05,414,149
FIN008070,ORD008070,432,2343,1130,2927,5058,2024-02-04,491,281
FIN008071,ORD008071,405,2001,1899,3175,5338,2024-03-19,193,97
FIN008072,ORD008072,177,3718,2841,1026,8906,2023-03-02,483,255
FIN008073,ORD008073,701,2650,1519,5245,3321,2024-06-05,257,131
FIN008074,ORD008074,809,3350,2846,7388,8300,2023-02-01,450,283
FIN008075,ORD008075,882,2639,2289,4068,2533,2023-04-16,121,94
FIN008076,ORD008076,947,829,2033,2609,3824,2023-05-20,337,261
FIN008077,ORD008077,597,3789,1308,2688,3651,2024-09-28,313,5
FIN008078,ORD008078,528,1121,1440,9871,269,2024-08-19,210,218
FIN008079,ORD008079,478,2264,1887,1850,8453,2023-01-02,406,182
FIN008080,ORD008080,856,3889,1200,6281,2209,2024-01-23,71,151
FIN008081,ORD008081,893,2473,443,3110,5093,2023-05-19,42,135
FIN008082,ORD008082,911,4606,898,2277,5282,2023-05-31,168,276
FIN008083,ORD008083,909,4466,2580,9745,6679,2023-08-27,47,21
FIN008084,ORD008084,919,2402,920,9980,1328,2023-07-14,283,193
FIN008085,ORD008085,100,1950,1346,9370,6973,2023-03-29,180,133
FIN008086,ORD008086,752,899,1522,9810,8314,2024-09-14,162,178
FIN008087,ORD008087,772,3471,2573,1614,809,2022-12-24,455,261
FIN008088,ORD008088,836,1526,1742,1874,-257,2024-01-06,418,25
FIN008089,ORD008089,736,4801,298,4225,7197,2024-02-18,96,168
FIN008090,ORD008090,971,1506,2959,7530,7217,2024-05-07,405,131
FIN008091,ORD008091,884,1039,2204,8263,8355,2023-11-05,474,70
FIN008092,ORD008092,540,931,2302,9854,842,2023-05-10,194,192
FIN008093,ORD008093,551,4838,503,4075,3125,2023-01-01,41,83
FIN008094,ORD008094,422,553,1689,3845,5615,2023-01-04,492,81
FIN008095,ORD008095,748,4264,1013,3412,3916,2024-05-28,480,57
FIN008096,ORD008096,796,1908,1653,2245,817,2024-01-25,46,172
FIN008097,ORD008097,883,1465,1149,7205,5329,2023-03-04,193,153
FIN008098,ORD008098,857,1807,2398,8726,1676,2024-02-05,390,295
FIN008099,ORD008099,814,1714,1382,8308,690,2023-10-24,49,292
FIN008100,ORD008100,926,1050,2501,8127,2075,2024-08-26,370,122
FIN008101,ORD008101,621,3615,194,2625,8944,2023-05-31,435,82
FIN008102,ORD008102,158,4515,1109,8495,301,2024-09-22,394,5
FIN008103,ORD008103,735,2066,751,9366,1713,2023-03-11,363,239
FIN008104,ORD008104,610,1467,160,8183,2160,2023-05-17,276,199
FIN008105,ORD008105,421,2387,2640,9157,7144,2024-01-01,448,266
FIN008106,ORD008106,656,1054,415,4641,6963,2024-01-31,320,53
FIN008107,ORD008107,448,4383,2017,2464,6446,2024-12-05,428,279
FIN008108,ORD008108,325,2908,2597,9676,7068,2024-05-06,336,261
FIN008109,ORD008109,964,2072,961,7589,7718,2024-02-22,430,77
FIN008110,ORD008110,349,766,1288,6639,7758,2023-03-27,96,51
FIN008111,ORD008111,232,874,334,9028,5332,2023-07-08,269,168
FIN008112,ORD008112,703,991,2537,4628,356,2024-11-13,429,232
FIN008113,ORD008113,936,4866,1467,6536,7378,2024-04-28,93,161
FIN008114,ORD008114,776,3395,605,9266,7775,2024-10-23,93,297
FIN008115,ORD008115,647,4569,2998,9333,7235,2023-09-30,419,44
FIN008116,ORD008116,283,3288,2370,4757,8552,2023-11-11,133,229
FIN008117,ORD008117,993,4268,1622,4366,5256,2023-04-30,381,58
FIN008118,ORD008118,957,2462,1957,597,2018,2024-06-05,254,284
FIN008119,ORD008119,616,4897,2309,3775,5798,2023-06-12,201,104
FIN008120,ORD008120,894,3008,1870,3340,4603,2023-10-02,86,282
FIN008121,ORD008121,151,4303,2675,5728,6389,2023-04-25,224,163
FIN008122,ORD008122,215,4489,677,1120,7329,2023-02-17,456,200
FIN008123,ORD008123,421,1590,2432,7685,8711,2024-06-20,20,14
FIN008124,ORD008124,553,1120,457,8309,5848,2022-12-21,407,273
FIN008125,ORD008125,865,2570,252,8396,1093,2024-09-13,136,93
FIN008126,ORD008126,110,4926,258,6378,822,2024-02-02,47,68
FIN008127,ORD008127,709,4077,216,6752,5442,2023-03-23,261,240
FIN008128,ORD008128,914,1652,817,8791,3242,2023-09-20,329,263
FIN008129,ORD008129,199,3026,2133,9563,7367,2023-07-22,87,73
FIN008130,ORD008130,417,4137,2307,2612,3584,2023-03-18,410,95
FIN008131,ORD008131,805,640,676,1273,5877,2023-02-01,153,35
FIN008132,ORD008132,573,3618,246,4691,8545,2023-07-30,264,153
FIN008133,ORD008133,430,1360,2800,8168,7498,2023-03-19,165,229
FIN008134,ORD008134,433,3237,1084,6670,3694,2024-06-16,329,184
FIN008135,ORD008135,209,3252,1833,7967,4935,2024-05-14,445,86
FIN008136,ORD008136,393,4066,2112,2675,3224,2024-09-02,212,214
FIN008137,ORD008137,860,3736,2510,8225,8503,2023-12-04,321,235
FIN008138,ORD008138,766,1568,2788,6785,8046,2024-09-03,458,139
FIN008139,ORD008139,947,3496,220,9397,5201,2023-09-20,145,267
FIN008140,ORD008140,328,4756,1982,6049,4582,2023-02-11,219,122
FIN008141,ORD008141,225,1829,2043,7819,989,2024-07-18,16,78
FIN008142,ORD008142,112,1271,1724,5813,4670,2024-01-11,35,87
FIN008143,ORD008143,254,3479,2349,6208,8536,2024-05-11,192,242
FIN008144,ORD008144,423,2072,996,5232,993,2023-12-20,340,29
FIN008145,ORD008145,133,4579,2731,7787,2849,2023-11-19,256,260
FIN008146,ORD008146,725,781,2717,9893,-361,2024-10-26,295,122
FIN008147,ORD008147,656,3255,2710,2297,4845,2022-12-19,254,179
FIN008148,ORD008148,449,598,183,5209,5440,2024-11-19,49,84
FIN008149,ORD008149,633,4397,194,2923,8580,2023-09-13,481,38
FIN008150,ORD008150,886,4730,2200,4181,7031,2023-04-26,207,183
FIN008151,ORD008151,553,3765,113,3792,1984,2023-07-18,248,47
FIN008152,ORD008152,312,2654,1086,3740,5454,2024-11-29,363,156
FIN008153,ORD008153,167,860,2501,7530,4409,2022-12-22,141,126
FIN008154,ORD008154,592,4730,549,9083,2523,2023-07-28,83,43
FIN008155,ORD008155,939,3055,1680,6061,7038,2024-04-01,333,139
FIN008156,ORD008156,512,675,2064,5200,632,2024-07-23,167,262
FIN008157,ORD008157,933,4964,2784,3011,1716,2023-01-18,266,242
FIN008158,ORD008158,159,3838,2596,3482,3205,2024-05-10,428,142
FIN008159,ORD008159,317,3613,2994,3226,6567,2023-10-07,350,2
FIN008160,ORD008160,328,4618,1161,9626,2344,2024-05-21,487,95
FIN008161,ORD008161,173,963,1388,8072,2022,2024-01-14,321,7
FIN008162,ORD008162,684,3239,1739,6184,3168,2023-04-26,424,49
FIN008163,ORD008163,446,4255,273,2376,5175,2024-10-03,219,123
FIN008164,ORD008164,250,1701,1428,3189,8848,2024-11-25,448,121
FIN008165,ORD008165,834,4176,987,6428,5161,2024-01-24,477,51
FIN008166,ORD008166,919,1272,2362,7486,1658,2022-12-24,267,13
FIN008167,ORD008167,746,2517,2322,5826,5542,2024-10-01,105,95
FIN008168,ORD008168,525,4210,2020,4562,7499,2023-12-02,172,219
FIN008169,ORD008169,257,2516,198,3683,3902,2024-04-01,279,148
FIN008170,ORD008170,828,4638,2470,6221,4735,2024-11-29,122,290
FIN008171,ORD008171,122,4029,351,5555,-116,2023-12-25,35,71
FIN008172,ORD008172,320,3594,634,2864,1524,2023-04-11,479,197
FIN008173,ORD008173,688,3345,1853,3375,8513,2023-06-04,376,25
FIN008174,ORD008174,568,1072,260,8928,6368,2024-10-05,116,170
FIN008175,ORD008175,381,4683,2971,7747,-488,2024-07-13,147,167
FIN008176,ORD008176,330,3214,1181,3995,2768,2023-05-13,330,180
FIN008177,ORD008177,922,3533,2276,2650,3862,2024-04-11,465,164
FIN008178,ORD008178,177,3790,1404,2795,8073,2024-04-24,341,237
FIN008179,ORD008179,921,2776,2277,9166,940,2024-04-21,266,200
FIN008180,ORD008180,177,633,1857,3312,2531,2024-08-24,124,76
FIN008181,ORD008181,233,1405,2268,5666,3000,2023-11-09,146,174
FIN008182,ORD008182,337,3603,1838,7561,8515,2023-02-22,394,9
FIN008183,ORD008183,682,2315,2619,2464,408,2024-04-21,348,32
FIN008184,ORD008184,310,1404,1753,2071,5383,2023-11-28,289,3
FIN008185,ORD008185,245,3591,2713,3919,7821,2023-04-12,108,165
FIN008186,ORD008186,186,1771,1595,7183,907,2023-12-25,282,168
FIN008187,ORD008187,680,4543,274,1769,5283,2024-01-17,125,174
FIN008188,ORD008188,267,3037,358,6678,5528,2023-05-08,358,62
FIN008189,ORD008189,999,3138,2995,6168,3505,2023-09-09,166,80
FIN008190,ORD008190,569,1501,408,6549,799,2024-05-29,140,198
FIN008191,ORD008191,955,1188,2483,5777,6440,2024-08-16,144,200
FIN008192,ORD008192,618,3668,1601,3855,3123,2024-01-12,80,133
FIN008193,ORD008193,643,4441,321,6957,5577,2024-05-31,267,162
FIN008194,ORD008194,891,4346,2491,3387,5097,2023-04-05,120,56
FIN008195,ORD008195,507,3112,2844,8533,467,2023-07-06,451,26
FIN008196,ORD008196,755,4608,2130,6428,-270,2023-06-04,255,70
FIN008197,ORD008197,325,4105,1141,3067,2270,2024-08-15,72,284
FIN008198,ORD008198,656,861,1907,5131,7015,2024-02-29,61,151
FIN008199,ORD008199,495,2164,437,6768,3398,2024-02-20,311,85
FIN008200,ORD008200,796,1759,1717,2085,3693,2024-07-28,458,105
FIN008201,ORD008201,938,950,793,2919,8116,2023-08-12,180,52
FIN008202,ORD008202,998,4438,482,671,8552,2023-07-08,179,168
FIN008203,ORD008203,151,1403,2138,3360,4251,2023-06-28,50,287
FIN008204,ORD008204,330,2515,1772,6289,5537,2024-11-15,303,260
